<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
03/08/10,00:00:00,8.722.0000000,8.724.0000000,8.570.0000000,8.590.0000000,390.479
04/08/10,00:00:00,8.590.0000000,8.697.0000000,8.490.0000000,8.627.0000000,509.305
05/08/10,00:00:00,8.625.0000000,8.645.0000000,8.413.0000000,8.469.0000000,479.789
06/08/10,00:00:00,8.470.0000000,8.530.0000000,8.217.0000000,8.300.0000000,442.166
09/08/10,00:00:00,8.304.0000000,8.442.0000000,8.304.0000000,8.404.0000000,347.998
10/08/10,00:00:00,8.391.0000000,8.408.0000000,8.180.0000000,8.374.0000000,484.991
11/08/10,00:00:00,8.364.0000000,8.364.0000000,8.055.0000000,8.080.0000000,483.650
12/08/10,00:00:00,8.074.0000000,8.190.0000000,8.007.0000000,8.127.0000000,572.677
13/08/10,00:00:00,8.130.0000000,8.250.0000000,8.011.0000000,8.087.0000000,523.330
16/08/10,00:00:00,8.088.0000000,8.161.0000000,7.920.0000000,8.034.0000000,506.548
17/08/10,00:00:00,8.035.0000000,8.198.0000000,8.002.0000000,8.186.0000000,460.662
18/08/10,00:00:00,8.179.0000000,8.179.0000000,7.999.0000000,8.100.0000000,437.496
19/08/10,00:00:00,8.104.0000000,8.197.0000000,7.925.0000000,7.949.0000000,475.176
20/08/10,00:00:00,7.944.0000000,8.008.0000000,7.820.0000000,7.889.0000000,523.620
23/08/10,00:00:00,7.889.0000000,7.912.0000000,7.742.0000000,7.780.0000000,546.650
24/08/10,00:00:00,7.774.0000000,7.774.0000000,7.533.0000000,7.577.0000000,608.336
25/08/10,00:00:00,7.570.0000000,7.662.0000000,7.375.0000000,7.512.0000000,677.949
26/08/10,00:00:00,7.512.0000000,7.688.0000000,7.468.0000000,7.621.0000000,707.417
27/08/10,00:00:00,7.615.0000000,7.785.0000000,7.535.0000000,7.785.0000000,774.930
30/08/10,00:00:00,7.785.0000000,7.841.0000000,7.686.0000000,7.686.0000000,407.247
31/08/10,00:00:00,7.685.0000000,7.876.0000000,7.574.0000000,7.802.0000000,596.133
01/09/10,00:00:00,7.808.0000000,8.095.0000000,7.767.0000000,8.093.0000000,612.669
02/09/10,00:00:00,8.084.0000000,8.132.0000000,8.003.0000000,8.091.0000000,584.169
03/09/10,00:00:00,8.091.0000000,8.244.0000000,8.038.0000000,8.203.0000000,467.580
06/09/10,00:00:00,8.212.0000000,8.245.0000000,8.160.0000000,8.195.0000000,208.289
07/09/10,00:00:00,8.185.0000000,8.220.0000000,7.962.0000000,7.977.0000000,442.761
08/09/10,00:00:00,7.976.0000000,8.296.0000000,7.933.0000000,8.208.0000000,583.632
09/09/10,00:00:00,8.205.0000000,8.455.0000000,8.200.0000000,8.336.0000000,631.094
10/09/10,00:00:00,8.381.0000000,8.471.0000000,8.325.0000000,8.394.0000000,39.700
13/09/10,00:00:00,8.394.0000000,8.565.0000000,8.394.0000000,8.501.0000000,196.283
14/09/10,00:00:00,8.501.0000000,8.633.0000000,8.390.0000000,8.461.0000000,473.219
15/09/10,00:00:00,8.467.0000000,8.540.0000000,8.360.0000000,8.516.0000000,474.313
16/09/10,00:00:00,8.515.0000000,8.515.0000000,8.305.0000000,8.350.0000000,578.073
17/09/10,00:00:00,8.354.0000000,8.436.0000000,8.236.0000000,8.280.0000000,412.263
20/09/10,00:00:00,8.282.0000000,8.432.0000000,8.207.0000000,8.413.0000000,531.111
21/09/10,00:00:00,8.410.0000000,8.474.0000000,8.353.0000000,8.373.0000000,461.038
22/09/10,00:00:00,8.375.0000000,8.427.0000000,8.288.0000000,8.321.0000000,626.756
23/09/10,00:00:00,8.323.0000000,8.478.0000000,8.309.0000000,8.406.0000000,610.919
24/09/10,00:00:00,8.410.0000000,8.546.0000000,8.402.0000000,8.525.0000000,547.296
27/09/10,00:00:00,8.528.0000000,8.586.0000000,8.377.0000000,8.415.0000000,488.918
28/09/10,00:00:00,8.413.0000000,8.436.0000000,8.296.0000000,8.394.0000000,521.038
29/09/10,00:00:00,8.390.0000000,8.496.0000000,8.362.0000000,8.450.0000000,463.770
30/09/10,00:00:00,8.450.0000000,8.648.0000000,8.376.0000000,8.618.0000000,645.329
01/10/10,00:00:00,8.619.0000000,9.024.0000000,8.606.0000000,9.010.0000000,1.137.574
04/10/10,00:00:00,9.002.0000000,9.117.0000000,8.935.0000000,8.973.0000000,876.937
05/10/10,00:00:00,8.983.0000000,9.318.0000000,8.983.0000000,9.296.0000000,642.945
06/10/10,00:00:00,9.299.0000000,9.340.0000000,9.114.0000000,9.179.0000000,706.002
07/10/10,00:00:00,9.171.0000000,9.215.0000000,9.012.0000000,9.043.0000000,670.984
08/10/10,00:00:00,9.049.0000000,9.148.0000000,8.965.0000000,9.140.0000000,648.773
11/10/10,00:00:00,9.135.0000000,9.340.0000000,9.121.0000000,9.198.0000000,334.859
12/10/10,00:00:00,9.189.0000000,9.213.0000000,9.051.0000000,9.206.0000000,562.902
13/10/10,00:00:00,9.201.0000000,9.298.0000000,9.120.0000000,9.180.0000000,684.398
14/10/10,00:00:00,9.181.0000000,9.291.0000000,9.067.0000000,9.110.0000000,646.688
15/10/10,00:00:00,9.111.0000000,9.330.0000000,9.096.0000000,9.277.0000000,694.679
18/10/10,00:00:00,9.283.0000000,9.602.0000000,9.283.0000000,9.599.0000000,664.654
19/10/10,00:00:00,9.599.0000000,9.759.0000000,9.445.0000000,9.470.0000000,1.154.709
20/10/10,00:00:00,9.470.0000000,9.870.0000000,9.470.0000000,9.835.0000000,927.224
21/10/10,00:00:00,9.840.0000000,10.375.0000000,9.770.0000000,10.285.0000000,1.815.570
22/10/10,00:00:00,10.294.0000000,10.457.0000000,10.158.0000000,10.271.0000000,1.144.872
25/10/10,00:00:00,10.274.0000000,10.466.0000000,10.225.0000000,10.255.0000000,652.705
26/10/10,00:00:00,10.250.0000000,10.290.0000000,10.015.0000000,10.251.0000000,827.196
27/10/10,00:00:00,10.241.0000000,10.241.0000000,9.965.0000000,10.053.0000000,813.922
28/10/10,00:00:00,10.056.0000000,10.142.0000000,9.921.0000000,10.017.0000000,720.648
29/10/10,00:00:00,10.001.0000000,10.227.0000000,9.877.0000000,10.160.0000000,814.581
01/11/10,00:00:00,10.166.0000000,10.344.0000000,10.166.0000000,10.223.0000000,717.293
02/11/10,00:00:00,10.225.0000000,10.380.0000000,10.205.0000000,10.310.0000000,545.209
03/11/10,00:00:00,10.297.0000000,10.457.0000000,10.275.0000000,10.447.0000000,469.033
08/11/10,00:00:00,10.450.0000000,10.750.0000000,10.395.0000000,10.460.0000000,522.922
09/11/10,00:00:00,10.459.0000000,10.535.0000000,10.300.0000000,10.310.0000000,619.267
10/11/10,00:00:00,10.319.0000000,10.387.0000000,10.056.0000000,10.168.0000000,844.616
11/11/10,00:00:00,10.167.0000000,10.177.0000000,9.789.0000000,9.892.0000000,1.018.763
12/11/10,00:00:00,9.891.0000000,9.891.0000000,9.633.0000000,9.760.0000000,998.426
13/11/10,00:00:00,9.760.0000000,9.835.0000000,9.735.0000000,9.813.0000000,125.601
15/11/10,00:00:00,9.819.0000000,9.985.0000000,9.785.0000000,9.889.0000000,657.224
16/11/10,00:00:00,9.885.0000000,9.885.0000000,9.454.0000000,9.480.0000000,898.827
17/11/10,00:00:00,9.482.0000000,9.772.0000000,9.479.0000000,9.700.0000000,1.060.899
18/11/10,00:00:00,9.703.0000000,9.990.0000000,9.703.0000000,9.972.0000000,795.615
19/11/10,00:00:00,9.970.0000000,10.020.0000000,9.801.0000000,9.950.0000000,790.203
22/11/10,00:00:00,9.950.0000000,10.090.0000000,9.882.0000000,9.964.0000000,667.461
23/11/10,00:00:00,9.964.0000000,9.964.0000000,9.757.0000000,9.822.0000000,1.090.914
24/11/10,00:00:00,9.831.0000000,10.245.0000000,9.789.0000000,10.195.0000000,919.657
25/11/10,00:00:00,10.191.0000000,10.330.0000000,10.103.0000000,10.273.0000000,576.881
26/11/10,00:00:00,10.272.0000000,10.272.0000000,10.020.0000000,10.135.0000000,719.265
29/11/10,00:00:00,10.149.0000000,10.321.0000000,10.056.0000000,10.200.0000000,822.569
30/11/10,00:00:00,10.193.0000000,10.220.0000000,9.975.0000000,10.136.0000000,904.900
01/12/10,00:00:00,10.140.0000000,10.410.0000000,10.140.0000000,10.385.0000000,616.695
02/12/10,00:00:00,10.393.0000000,10.450.0000000,10.178.0000000,10.413.0000000,754.747
03/12/10,00:00:00,10.413.0000000,10.430.0000000,10.221.0000000,10.335.0000000,722.643
06/12/10,00:00:00,10.335.0000000,10.608.0000000,10.302.0000000,10.585.0000000,843.480
07/12/10,00:00:00,10.589.0000000,10.836.0000000,10.589.0000000,10.690.0000000,1.036.563
08/12/10,00:00:00,10.686.0000000,10.902.0000000,10.476.0000000,10.547.0000000,1.006.897
09/12/10,00:00:00,10.547.0000000,10.669.0000000,10.429.0000000,10.490.0000000,827.250
10/12/10,00:00:00,10.549.0000000,10.610.0000000,10.447.0000000,10.570.0000000,49.018
13/12/10,00:00:00,10.570.0000000,10.862.0000000,10.570.0000000,10.779.0000000,169.391
14/12/10,00:00:00,10.778.0000000,10.883.0000000,10.687.0000000,10.782.0000000,362.612
15/12/10,00:00:00,10.777.0000000,10.888.0000000,10.655.0000000,10.752.0000000,643.172
16/12/10,00:00:00,10.752.0000000,10.859.0000000,10.662.0000000,10.728.0000000,480.791
17/12/10,00:00:00,10.720.0000000,10.775.0000000,10.624.0000000,10.661.0000000,373.247
20/12/10,00:00:00,10.661.0000000,10.717.0000000,10.586.0000000,10.647.0000000,401.736
21/12/10,00:00:00,10.650.0000000,10.830.0000000,10.642.0000000,10.815.0000000,452.820
22/12/10,00:00:00,10.812.0000000,10.865.0000000,10.764.0000000,10.804.0000000,244.604
23/12/10,00:00:00,10.813.0000000,10.829.0000000,10.753.0000000,10.783.0000000,190.867
24/12/10,00:00:00,10.786.0000000,10.817.0000000,10.707.0000000,10.724.0000000,107.594
27/12/10,00:00:00,10.725.0000000,10.739.0000000,10.610.0000000,10.665.0000000,165.819
28/12/10,00:00:00,10.661.0000000,10.672.0000000,10.558.0000000,10.597.0000000,251.744
29/12/10,00:00:00,10.598.0000000,10.625.0000000,10.450.0000000,10.549.0000000,216.065
30/12/10,00:00:00,10.549.0000000,10.590.0000000,10.470.0000000,10.590.0000000,200.298
11/01/11,00:00:00,10.595.0000000,10.672.0000000,10.349.0000000,10.500.0000000,451.800
12/01/11,00:00:00,10.505.0000000,10.835.0000000,10.489.0000000,10.802.0000000,573.888
13/01/11,00:00:00,10.795.0000000,10.978.0000000,10.701.0000000,10.789.0000000,663.114
14/01/11,00:00:00,10.798.0000000,10.900.0000000,10.735.0000000,10.900.0000000,491.909
17/01/11,00:00:00,10.890.0000000,11.071.0000000,10.810.0000000,11.030.0000000,444.273
18/01/11,00:00:00,11.031.0000000,11.168.0000000,10.851.0000000,10.936.0000000,616.221
19/01/11,00:00:00,10.953.0000000,11.015.0000000,10.733.0000000,10.746.0000000,630.356
20/01/11,00:00:00,10.745.0000000,10.777.0000000,10.476.0000000,10.631.0000000,622.294
21/01/11,00:00:00,10.629.0000000,10.710.0000000,10.505.0000000,10.566.0000000,734.858
24/01/11,00:00:00,10.587.0000000,10.676.0000000,10.335.0000000,10.524.0000000,719.802
25/01/11,00:00:00,10.524.0000000,10.740.0000000,10.500.0000000,10.685.0000000,657.836
26/01/11,00:00:00,10.685.0000000,10.938.0000000,10.685.0000000,10.925.0000000,580.746
27/01/11,00:00:00,10.930.0000000,11.049.0000000,10.776.0000000,10.837.0000000,792.515
28/01/11,00:00:00,10.833.0000000,10.896.0000000,10.550.0000000,10.572.0000000,639.739
31/01/11,00:00:00,10.574.0000000,10.700.0000000,10.467.0000000,10.694.0000000,581.074
01/02/11,00:00:00,10.698.0000000,10.760.0000000,10.575.0000000,10.665.0000000,519.278
02/02/11,00:00:00,10.486.0000000,10.509.0000000,10.454.0000000,10.461.0000000,22.215
03/02/11,00:00:00,10.461.0000000,10.580.0000000,10.336.0000000,10.524.0000000,748.986
04/02/11,00:00:00,10.533.0000000,10.546.0000000,10.275.0000000,10.350.0000000,681.515
07/02/11,00:00:00,10.356.0000000,10.417.0000000,10.181.0000000,10.378.0000000,701.359
08/02/11,00:00:00,10.378.0000000,10.441.0000000,10.102.0000000,10.254.0000000,801.260
09/02/11,00:00:00,10.254.0000000,10.262.0000000,9.978.0000000,10.020.0000000,773.439
10/02/11,00:00:00,10.020.0000000,10.033.0000000,9.670.0000000,9.759.0000000,936.014
11/02/11,00:00:00,9.755.0000000,10.242.0000000,9.678.0000000,10.199.0000000,1.199.857
14/02/11,00:00:00,10.199.0000000,10.339.0000000,10.120.0000000,10.182.0000000,887.667
15/02/11,00:00:00,10.182.0000000,10.333.0000000,9.937.0000000,9.966.0000000,919.211
16/02/11,00:00:00,9.970.0000000,10.230.0000000,9.905.0000000,10.211.0000000,977.474
17/02/11,00:00:00,10.210.0000000,10.318.0000000,10.049.0000000,10.161.0000000,784.849
18/02/11,00:00:00,10.165.0000000,10.213.0000000,10.015.0000000,10.088.0000000,662.255
21/02/11,00:00:00,10.086.0000000,10.232.0000000,10.006.0000000,10.042.0000000,611.570
22/02/11,00:00:00,10.038.0000000,10.059.0000000,9.753.0000000,9.800.0000000,753.067
24/02/11,00:00:00,9.792.0000000,9.839.0000000,9.579.0000000,9.787.0000000,1.058.913
25/02/11,00:00:00,9.800.0000000,10.118.0000000,9.782.0000000,10.098.0000000,844.343
28/02/11,00:00:00,10.098.0000000,10.278.0000000,10.018.0000000,10.207.0000000,717.909
01/03/11,00:00:00,10.212.0000000,10.316.0000000,9.932.0000000,9.951.0000000,967.699
02/03/11,00:00:00,9.940.0000000,10.019.0000000,9.816.0000000,10.006.0000000,840.461
03/03/11,00:00:00,10.006.0000000,10.285.0000000,10.006.0000000,10.265.0000000,724.423
04/03/11,00:00:00,10.276.0000000,10.290.0000000,10.002.0000000,10.041.0000000,678.466
05/03/11,00:00:00,10.050.0000000,10.193.0000000,10.021.0000000,10.147.0000000,284.288
09/03/11,00:00:00,10.141.0000000,10.372.0000000,10.115.0000000,10.339.0000000,842.249
10/03/11,00:00:00,10.375.0000000,10.375.0000000,9.997.0000000,10.000.0000000,137.499
11/03/11,00:00:00,9.995.0000000,10.097.0000000,9.850.0000000,10.002.0000000,218.650
14/03/11,00:00:00,10.000.0000000,10.065.0000000,9.762.0000000,9.859.0000000,581.279
15/03/11,00:00:00,9.854.0000000,9.854.0000000,9.434.0000000,9.570.0000000,1.015.819
16/03/11,00:00:00,9.565.0000000,9.773.0000000,9.351.0000000,9.390.0000000,1.189.354
17/03/11,00:00:00,9.394.0000000,9.895.0000000,9.394.0000000,9.850.0000000,1.112.199
18/03/11,00:00:00,9.859.0000000,10.097.0000000,9.816.0000000,10.088.0000000,939.127
21/03/11,00:00:00,10.089.0000000,10.207.0000000,10.000.0000000,10.085.0000000,761.611
22/03/11,00:00:00,10.094.0000000,10.182.0000000,9.955.0000000,10.010.0000000,807.375
23/03/11,00:00:00,10.003.0000000,10.198.0000000,9.953.0000000,10.185.0000000,729.626
24/03/11,00:00:00,10.186.0000000,10.570.0000000,10.127.0000000,10.568.0000000,915.903
25/03/11,00:00:00,10.569.0000000,10.721.0000000,10.524.0000000,10.694.0000000,922.512
28/03/11,00:00:00,10.693.0000000,10.699.0000000,10.564.0000000,10.588.0000000,624.313
29/03/11,00:00:00,10.595.0000000,10.775.0000000,10.550.0000000,10.700.0000000,803.387
30/03/11,00:00:00,10.700.0000000,10.798.0000000,10.660.0000000,10.744.0000000,559.637
31/03/11,00:00:00,10.744.0000000,10.765.0000000,10.621.0000000,10.657.0000000,471.928
01/04/11,00:00:00,10.655.0000000,10.915.0000000,10.651.0000000,10.857.0000000,534.090
04/04/11,00:00:00,10.857.0000000,10.955.0000000,10.803.0000000,10.867.0000000,625.434
05/04/11,00:00:00,10.867.0000000,10.876.0000000,10.605.0000000,10.729.0000000,585.869
06/04/11,00:00:00,10.727.0000000,10.847.0000000,10.672.0000000,10.776.0000000,583.455
07/04/11,00:00:00,10.774.0000000,10.794.0000000,10.630.0000000,10.682.0000000,554.461
08/04/11,00:00:00,10.699.0000000,10.982.0000000,10.699.0000000,10.912.0000000,547.631
11/04/11,00:00:00,10.921.0000000,10.967.0000000,10.717.0000000,10.741.0000000,528.202
12/04/11,00:00:00,10.736.0000000,10.736.0000000,10.356.0000000,10.484.0000000,594.349
13/04/11,00:00:00,10.491.0000000,10.651.0000000,10.374.0000000,10.620.0000000,914.002
14/04/11,00:00:00,10.622.0000000,10.700.0000000,10.373.0000000,10.700.0000000,891.718
15/04/11,00:00:00,10.689.0000000,10.710.0000000,10.495.0000000,10.579.0000000,662.757
18/04/11,00:00:00,10.573.0000000,10.607.0000000,10.047.0000000,10.179.0000000,958.907
19/04/11,00:00:00,10.169.0000000,10.277.0000000,10.120.0000000,10.255.0000000,710.102
20/04/11,00:00:00,10.258.0000000,10.449.0000000,10.258.0000000,10.392.0000000,663.303
21/04/11,00:00:00,10.395.0000000,10.488.0000000,10.257.0000000,10.339.0000000,539.009
22/04/11,00:00:00,10.340.0000000,10.500.0000000,10.324.0000000,10.487.0000000,311.102
25/04/11,00:00:00,10.479.0000000,10.538.0000000,10.187.0000000,10.257.0000000,543.367
26/04/11,00:00:00,10.252.0000000,10.298.0000000,10.060.0000000,10.288.0000000,687.491
27/04/11,00:00:00,10.293.0000000,10.320.0000000,10.000.0000000,10.238.0000000,780.224
28/04/11,00:00:00,10.240.0000000,10.280.0000000,9.982.0000000,10.206.0000000,687.170
29/04/11,00:00:00,10.197.0000000,10.197.0000000,9.989.0000000,10.076.0000000,543.820
03/05/11,00:00:00,10.076.0000000,10.076.0000000,9.780.0000000,9.804.0000000,659.621
04/05/11,00:00:00,9.800.0000000,10.019.0000000,9.656.0000000,9.728.0000000,1.037.522
05/05/11,00:00:00,9.735.0000000,9.889.0000000,9.507.0000000,9.531.0000000,1.012.408
06/05/11,00:00:00,9.536.0000000,9.900.0000000,9.505.0000000,9.826.0000000,906.471
10/05/11,00:00:00,9.822.0000000,9.995.0000000,9.753.0000000,9.834.0000000,768.483
11/05/11,00:00:00,9.840.0000000,9.925.0000000,9.606.0000000,9.627.0000000,776.816
12/05/11,00:00:00,9.611.0000000,9.826.0000000,9.553.0000000,9.815.0000000,943.269
13/05/11,00:00:00,9.810.0000000,9.883.0000000,9.695.0000000,9.746.0000000,676.861
16/05/11,00:00:00,9.746.0000000,9.895.0000000,9.690.0000000,9.790.0000000,813.243
17/05/11,00:00:00,9.799.0000000,9.915.0000000,9.606.0000000,9.718.0000000,831.655
18/05/11,00:00:00,9.725.0000000,9.847.0000000,9.674.0000000,9.830.0000000,567.379
19/05/11,00:00:00,9.830.0000000,9.836.0000000,9.655.0000000,9.730.0000000,610.874
20/05/11,00:00:00,9.725.0000000,9.750.0000000,9.405.0000000,9.431.0000000,707.798
23/05/11,00:00:00,9.426.0000000,9.426.0000000,9.151.0000000,9.229.0000000,655.926
24/05/11,00:00:00,9.228.0000000,9.429.0000000,9.210.0000000,9.373.0000000,634.427
25/05/11,00:00:00,9.365.0000000,9.613.0000000,9.242.0000000,9.593.0000000,703.368
26/05/11,00:00:00,9.596.0000000,9.650.0000000,9.462.0000000,9.639.0000000,700.335
27/05/11,00:00:00,9.646.0000000,9.793.0000000,9.608.0000000,9.776.0000000,584.813
30/05/11,00:00:00,9.774.0000000,9.795.0000000,9.695.0000000,9.759.0000000,302.131
31/05/11,00:00:00,9.768.0000000,9.915.0000000,9.768.0000000,9.832.0000000,524.655
01/06/11,00:00:00,9.838.0000000,9.875.0000000,9.556.0000000,9.562.0000000,621.056
02/06/11,00:00:00,9.558.0000000,9.740.0000000,9.531.0000000,9.718.0000000,518.349
03/06/11,00:00:00,9.717.0000000,9.756.0000000,9.427.0000000,9.518.0000000,730.570
06/06/11,00:00:00,9.509.0000000,9.701.0000000,9.346.0000000,9.542.0000000,744.486
07/06/11,00:00:00,9.552.0000000,9.718.0000000,9.552.0000000,9.654.0000000,541.504
08/06/11,00:00:00,9.650.0000000,9.666.0000000,9.457.0000000,9.604.0000000,652.109
09/06/11,00:00:00,9.604.0000000,9.976.0000000,9.562.0000000,9.942.0000000,876.145
10/06/11,00:00:00,10.051.0000000,10.073.0000000,9.846.0000000,9.874.0000000,143.327
14/06/11,00:00:00,9.881.0000000,9.989.0000000,9.850.0000000,9.902.0000000,348.859
15/06/11,00:00:00,9.893.0000000,10.000.0000000,9.752.0000000,9.766.0000000,607.801
16/06/11,00:00:00,9.765.0000000,9.828.0000000,9.661.0000000,9.775.0000000,632.989
17/06/11,00:00:00,9.771.0000000,9.801.0000000,9.599.0000000,9.636.0000000,558.006
20/06/11,00:00:00,9.634.0000000,9.634.0000000,9.530.0000000,9.614.0000000,450.066
21/06/11,00:00:00,9.616.0000000,9.755.0000000,9.616.0000000,9.702.0000000,435.815
22/06/11,00:00:00,9.701.0000000,9.719.0000000,9.589.0000000,9.606.0000000,403.795
23/06/11,00:00:00,9.605.0000000,9.708.0000000,9.471.0000000,9.584.0000000,640.612
24/06/11,00:00:00,9.590.0000000,9.813.0000000,9.590.0000000,9.741.0000000,757.643
27/06/11,00:00:00,9.737.0000000,9.820.0000000,9.650.0000000,9.787.0000000,570.350
28/06/11,00:00:00,9.783.0000000,10.027.0000000,9.741.0000000,10.012.0000000,503.671
29/06/11,00:00:00,10.015.0000000,10.092.0000000,9.960.0000000,10.020.0000000,462.210
30/06/11,00:00:00,10.029.0000000,10.112.0000000,10.010.0000000,10.087.0000000,371.802
01/07/11,00:00:00,10.083.0000000,10.568.0000000,10.070.0000000,10.539.0000000,944.067
04/07/11,00:00:00,10.533.0000000,10.613.0000000,10.492.0000000,10.567.0000000,332.501
05/07/11,00:00:00,10.567.0000000,10.626.0000000,10.467.0000000,10.496.0000000,496.116
06/07/11,00:00:00,10.510.0000000,10.583.0000000,10.412.0000000,10.539.0000000,517.653
07/07/11,00:00:00,10.540.0000000,10.865.0000000,10.540.0000000,10.809.0000000,615.146
08/07/11,00:00:00,10.820.0000000,10.836.0000000,10.549.0000000,10.608.0000000,572.322
11/07/11,00:00:00,10.603.0000000,10.603.0000000,10.290.0000000,10.312.0000000,482.827
12/07/11,00:00:00,10.311.0000000,10.413.0000000,10.162.0000000,10.367.0000000,793.761
13/07/11,00:00:00,10.378.0000000,10.599.0000000,10.278.0000000,10.474.0000000,617.045
14/07/11,00:00:00,10.472.0000000,10.583.0000000,10.358.0000000,10.456.0000000,654.071
15/07/11,00:00:00,10.456.0000000,10.666.0000000,10.410.0000000,10.639.0000000,662.416
18/07/11,00:00:00,10.632.0000000,10.632.0000000,10.124.0000000,10.186.0000000,653.689
19/07/11,00:00:00,10.198.0000000,10.376.0000000,10.198.0000000,10.366.0000000,538.029
20/07/11,00:00:00,10.370.0000000,10.432.0000000,10.211.0000000,10.249.0000000,456.036
21/07/11,00:00:00,10.252.0000000,10.418.0000000,10.060.0000000,10.393.0000000,904.120
22/07/11,00:00:00,10.395.0000000,10.460.0000000,10.216.0000000,10.256.0000000,735.653
25/07/11,00:00:00,10.253.0000000,10.371.0000000,10.068.0000000,10.321.0000000,584.210
26/07/11,00:00:00,10.329.0000000,10.405.0000000,10.237.0000000,10.289.0000000,553.353
27/07/11,00:00:00,10.283.0000000,10.374.0000000,10.171.0000000,10.172.0000000,549.787
28/07/11,00:00:00,10.189.0000000,10.354.0000000,10.150.0000000,10.275.0000000,543.885
29/07/11,00:00:00,10.275.0000000,10.330.0000000,10.141.0000000,10.277.0000000,570.482
01/08/11,00:00:00,10.279.0000000,10.459.0000000,10.279.0000000,10.338.0000000,498.969
02/08/11,00:00:00,10.336.0000000,10.350.0000000,10.174.0000000,10.177.0000000,606.657
03/08/11,00:00:00,10.174.0000000,10.250.0000000,9.958.0000000,10.065.0000000,918.345
04/08/11,00:00:00,10.069.0000000,10.123.0000000,9.684.0000000,9.700.0000000,1.101.280
05/08/11,00:00:00,9.689.0000000,9.866.0000000,9.465.0000000,9.631.0000000,1.478.270
08/08/11,00:00:00,9.625.0000000,9.625.0000000,8.452.0000000,8.543.0000000,1.429.116
09/08/11,00:00:00,8.540.0000000,9.299.0000000,8.452.0000000,9.230.0000000,1.696.522
10/08/11,00:00:00,9.242.0000000,9.435.0000000,8.440.0000000,8.554.0000000,1.497.840
11/08/11,00:00:00,8.561.0000000,8.847.0000000,7.952.0000000,8.702.0000000,1.735.518
12/08/11,00:00:00,8.690.0000000,8.712.0000000,8.208.0000000,8.621.0000000,1.518.131
15/08/11,00:00:00,8.629.0000000,8.877.0000000,8.610.0000000,8.856.0000000,685.407
16/08/11,00:00:00,8.855.0000000,8.855.0000000,8.480.0000000,8.643.0000000,854.765
17/08/11,00:00:00,8.648.0000000,8.788.0000000,8.542.0000000,8.674.0000000,754.247
18/08/11,00:00:00,8.662.0000000,8.662.0000000,8.027.0000000,8.060.0000000,1.055.196
19/08/11,00:00:00,8.058.0000000,8.058.0000000,7.628.0000000,7.832.0000000,1.400.041
22/08/11,00:00:00,7.826.0000000,8.118.0000000,7.643.0000000,7.868.0000000,1.155.160
23/08/11,00:00:00,7.870.0000000,8.102.0000000,7.585.0000000,7.895.0000000,1.291.585
24/08/11,00:00:00,7.894.0000000,7.910.0000000,7.616.0000000,7.840.0000000,1.163.976
25/08/11,00:00:00,7.831.0000000,8.179.0000000,7.762.0000000,7.885.0000000,1.540.090
26/08/11,00:00:00,7.894.0000000,8.004.0000000,7.641.0000000,7.876.0000000,1.292.095
29/08/11,00:00:00,7.881.0000000,8.234.0000000,7.881.0000000,8.224.0000000,843.143
30/08/11,00:00:00,8.230.0000000,8.370.0000000,8.150.0000000,8.350.0000000,947.497
31/08/11,00:00:00,8.345.0000000,8.525.0000000,8.243.0000000,8.462.0000000,846.138
01/09/11,00:00:00,8.469.0000000,8.550.0000000,8.301.0000000,8.437.0000000,942.768
02/09/11,00:00:00,8.435.0000000,8.441.0000000,8.186.0000000,8.218.0000000,692.556
05/09/11,00:00:00,8.211.0000000,8.211.0000000,7.957.0000000,8.016.0000000,772.926
06/09/11,00:00:00,8.014.0000000,8.170.0000000,7.950.0000000,8.143.0000000,899.654
07/09/11,00:00:00,8.150.0000000,8.489.0000000,8.150.0000000,8.452.0000000,711.686
08/09/11,00:00:00,8.452.0000000,8.605.0000000,8.328.0000000,8.474.0000000,862.769
09/09/11,00:00:00,8.474.0000000,8.550.0000000,8.137.0000000,8.170.0000000,924.601
12/09/11,00:00:00,8.281.0000000,8.281.0000000,7.966.0000000,8.164.0000000,96.847
13/09/11,00:00:00,8.164.0000000,8.248.0000000,7.933.0000000,8.213.0000000,263.192
14/09/11,00:00:00,8.200.0000000,8.257.0000000,7.982.0000000,8.212.0000000,557.829
15/09/11,00:00:00,8.212.0000000,8.350.0000000,8.159.0000000,8.235.0000000,905.637
16/09/11,00:00:00,8.237.0000000,8.342.0000000,8.120.0000000,8.300.0000000,1.004.122
19/09/11,00:00:00,8.296.0000000,8.296.0000000,8.076.0000000,8.186.0000000,732.464
20/09/11,00:00:00,8.183.0000000,8.400.0000000,8.101.0000000,8.230.0000000,893.056
21/09/11,00:00:00,8.230.0000000,8.355.0000000,8.085.0000000,8.095.0000000,661.148
22/09/11,00:00:00,8.089.0000000,8.089.0000000,7.070.0000000,7.207.0000000,1.552.548
23/09/11,00:00:00,7.211.0000000,7.419.0000000,6.773.0000000,7.164.0000000,1.948.757
26/09/11,00:00:00,7.137.0000000,7.270.0000000,6.672.0000000,7.154.0000000,1.678.043
27/09/11,00:00:00,7.164.0000000,7.498.0000000,7.164.0000000,7.334.0000000,964.787
28/09/11,00:00:00,7.332.0000000,7.332.0000000,7.000.0000000,7.010.0000000,1.141.115
